number,pokemon_name,pic_url,main_type,secondary_type,region,category,height,weight,pokemon_family,attack,defense,stamina,cp_range,hp_range,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks
342,Crawdaunt,https://static.wikia.nocookie.net/pokemongo/images/e/ed/Crawdaunt.png,Water,Dark,Hoenn,Rogue,1.09,32.8,Corphish family,224,142,160,"29-2,474",15-138,20%,6%,50%,50%,"{'62.5%': ['Dark', 'Fire', 'Ghost', 'Ice', 'Steel', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Electric', 'Fairy', 'Fighting', 'Grass']}",Yes ,No,Formerly  (3rd tier level),No,Yes,No,"Crawdaunt has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this Pokémon, making them desolate places.","['Snarl', 'Waterfall', 'Bubble Beam', 'Crabhammer', 'Night Slash', 'Vise Grip']"
343,Baltoy,https://static.wikia.nocookie.net/pokemongo/images/f/fa/Baltoy.png,Ground,Psychic,Hoenn,Clay,0.51,21.5,Baltoy family,77,124,120,10-787,11-106,50%,10%,N/A,N/A,"{'62.5%': ['Fighting', 'Poison', 'Psychic', 'Rock'], '39%': ['Electric']}","{'160%': ['Bug', 'Dark', 'Ghost', 'Grass', 'Ice', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,Baltoy moves while spinning around on its one foot. Primitive wall paintings depicting this Pokémon living among people were discovered in some ancient ruins.,"['Confusion', 'Extrasensory', 'Dig', 'Gyro Ball', 'Psybeam']"
344,Claydol,https://static.wikia.nocookie.net/pokemongo/images/e/ec/Claydol.png,Ground,Psychic,Hoenn,Clay,1.5,108,Baltoy family,140,229,155,"23-1,971",14-134,20%,6%,N/A,N/A,"{'62.5%': ['Fighting', 'Poison', 'Psychic', 'Rock'], '39%': ['Electric']}","{'160%': ['Bug', 'Dark', 'Ghost', 'Grass', 'Ice', 'Water']}",Yes ,No,Formerly  (3rd tier level),No,Yes,No,Claydol are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This Pokémon moves about while levitating.,"['Confusion', 'Extrasensory', 'Mud-Slap', 'Earth Power', 'Earthquake', 'Gyro Ball', 'Ice Beam', 'Psychic', 'Rock Tomb', 'Shadow Ball']"
345,Lileep,https://static.wikia.nocookie.net/pokemongo/images/6/6e/Lileep.png,Rock,Grass,Hoenn,Sea,0.99,23.8,Lileep family,105,150,165,"14-1,291",15-142,50%,10%,87.50%,12.50%,"{'62.5%': ['Electric', 'Normal']}","{'160%': ['Bug', 'Fighting', 'Ice', 'Steel']}",Yes ,No,Formerly  (2nd tier level),Yes ,Yes,Yes,Lileep became extinct approximately a hundred million years ago. This ancient Pokémon attaches itself to a rock on the seafloor and catches approaching prey using tentacles shaped like flower petals.,"['Acid', 'Infestation', 'Bullet Seed', 'Ancient Power', 'Grass Knot', 'Mirror Coat']"
346,Cradily,https://static.wikia.nocookie.net/pokemongo/images/2/2b/Cradily.png,Rock,Grass,Hoenn,Barnacle,1.5,60.4,Lileep family,152,194,200,"26-2,211",18-169,20%,6%,87.50%,12.50%,"{'62.5%': ['Electric', 'Normal']}","{'160%': ['Bug', 'Fighting', 'Ice', 'Steel']}",Yes ,No,No  ,No,Yes,Yes,Cradily roams around the ocean floor in search of food. This Pokémon freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles.,"['Acid', 'Bullet Seed', 'Infestation', 'Bulldoze', 'Grass Knot', 'Stone Edge']"
347,Anorith,https://static.wikia.nocookie.net/pokemongo/images/e/e6/Anorith.png,Rock,Bug,Hoenn,Old,0.71,12.5,Anorith family,176,100,128,"17-1,529",12-113,50%,10%,87.50%,12.50%,"{'62.5%': ['Normal', 'Poison']}","{'160%': ['Rock', 'Steel', 'Water']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,Anorith was regenerated from a prehistoric fossil. This primitive Pokémon once lived in warm seas. It grips its prey firmly between its two large claws.,"['Scratch', 'Struggle Bug', 'Ancient Power', 'Aqua Jet', 'Cross Poison']"
348,Armaldo,https://static.wikia.nocookie.net/pokemongo/images/7/7b/Armaldo.png,Rock,Bug,Hoenn,Plate,1.5,68.2,Anorith family,222,174,181,"34-2,848",17-154,20%,6%,87.50%,12.50%,"{'62.5%': ['Normal', 'Poison']}","{'160%': ['Rock', 'Steel', 'Water']}",Yes ,No,No  ,No,Yes,Yes,Armaldo's tough armor makes all attacks bounce off. This Pokémon's two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab.,"['Fury Cutter', 'Struggle Bug', 'Cross Poison', 'Rock Blast', 'Water Pulse']"
349,Feebas,https://static.wikia.nocookie.net/pokemongo/images/2/25/Feebas.png,Water,,Hoenn,Fish,0.61,7.4,Feebas family,29,85,85,10-274,Oct-79,70%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Feebas's fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this Pokémon is largely ignored. It is capable of living in both the sea and in rivers.","['Splash', 'Tackle', 'Mirror Coat']"
350,Milotic,https://static.wikia.nocookie.net/pokemongo/images/b/b1/Milotic.png,Water,,Hoenn,Tender,6.2,162,Feebas family,192,219,216,"36-3,005",20-182,10%,7%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No ,No,No  ,No,Yes,No,Milotic is said to be the most beautiful of all the Pokémon. It has the power to becalm such emotions as anger and hostility to quell bitter feuding.,"['Dragon Tail', 'Waterfall', 'Blizzard', 'Hyper Beam', 'Surf']"
351,Castform,https://static.wikia.nocookie.net/pokemongo/images/d/df/Castform.png,Normal,,Hoenn,Weather,0.3,0.8,Castform family,139,139,172,"18-1,632",16-147,30%,10%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,No,Castform's appearance changes with the weather. This Pokémon gained the ability to use the vast power of nature to protect its tiny body.,"['Hex', 'Tackle', 'Energy Ball', 'Hurricane', 'Weather Ball', 'Weather Ball', 'Ember', 'Tackle', 'Fire Blast', 'Solar Beam', 'Weather Ball', 'Tackle', 'Water Gun', 'Hydro Pump', 'Thunder', 'Weather Ball', 'Powder Snow', 'Tackle', 'Blizzard', 'Ice Beam', 'Weather Ball']"
352,Kecleon,https://static.wikia.nocookie.net/pokemongo/images/8/85/Kecleon.png,Normal,,Hoenn,Color,0.99,22,Kecleon family,161,189,155,"24-2,047",14-134,30%,10%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},No ,No,No  ,No,No,No,Kecleon is capable of changing its body colors at will to blend in with its surroundings. There is one exception—this Pokémon can't change the zigzag pattern on its belly.,"['Lick', 'Sucker Punch', 'Aerial Ace', 'Flamethrower', 'Foul Play', 'Ice Beam', 'Shadow Sneak', 'Thunder']"
353,Shuppet,https://static.wikia.nocookie.net/pokemongo/images/e/e5/Shuppet.png,Ghost,,Hoenn,Puppet,0.61,2.3,Shuppet family,138,65,127,"11-1,018",11-112,40%,10%,50%,50%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"Shuppet is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this Pokémon will appear in a swarm and line up beneath the eaves of that person's home.","['Astonish', 'Feint Attack', 'Night Shade', 'Ominous Wind', 'Shadow Sneak']"
354,Banette,https://static.wikia.nocookie.net/pokemongo/images/1/10/Banette.png,Ghost,,Hoenn,Marionette,1.09,12.5,Shuppet family,218,126,162,"27-2,298",15-139,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Standard Pokédex description
Banette generates energy for laying strong curses by sticking pins into its own body. This Pokémon was originally a pitiful plush doll that was thrown away.","['Hex', 'Shadow Claw', 'Dazzling Gleam', 'Shadow Ball', 'Thunder']"
355,Duskull,https://static.wikia.nocookie.net/pokemongo/images/1/1b/Duskull.png,Ghost,,Hoenn,Requiem,0.79,15,Duskull family,70,162,85,10-706,Oct-79,40%,10%,50%,50%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"Duskull can pass through any wall no matter how thick it may be. Once this Pokémon chooses a target, it will doggedly pursue the intended victim until the break of dawn.","['Astonish', 'Hex', 'Night Shade', 'Ominous Wind', 'Shadow Sneak']"
356,Dusclops,https://static.wikia.nocookie.net/pokemongo/images/4/49/Dusclops.png,Ghost,,Hoenn,Beckon,1.6,30.6,Duskull family,124,234,120,"18-1,591",11-106,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Dusclops's body is completely hollow—there is nothing at all inside. It is said that its body is like a black hole. This Pokémon will absorb anything into its body, but nothing will ever come back out.","['Feint Attack', 'Hex', 'Fire Punch', 'Ice Punch', 'Shadow Punch']"
357,Tropius,https://static.wikia.nocookie.net/pokemongo/images/c/cd/Tropius.png,Grass,Flying,Hoenn,Fruit,2.01,100,Tropius family,136,163,223,"22-1,941",20-188,30%,10%,50%,50%,"{'62.5%': ['Fighting', 'Water'], '39%': ['Grass'], '24%': ['Ground']}","{'160%': ['Fire', 'Flying', 'Poison', 'Rock'], '256%': ['Ice']}",Yes ,No,No  ,No,No,No,"The bunches of fruit around Tropius's neck are very popular with children. This Pokémon loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.","['Air Slash', 'Razor Leaf', 'Aerial Ace', 'Leaf Blade', 'Stomp']"
358,Chimecho,https://static.wikia.nocookie.net/pokemongo/images/2/29/Chimecho.png,Psychic,,Hoenn,Wind,0.61,1,Chimecho family,175,170,181,"27-2,259",17-154,30%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Chimecho makes its cries echo inside its hollow body. When this Pokémon becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.","['Astonish', 'Extrasensory', 'Energy Ball', 'Psyshock', 'Shadow Ball']"
359,Absol,https://static.wikia.nocookie.net/pokemongo/images/7/7d/Absol.png,Dark,,Hoenn,Disaster,1.2,47,Absol family,246,120,163,"30-2,526",15-140,50%,10%,50%,50%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}",Yes ,Yes (12-km Eggs),Formerly  (3rd tier level),Formerly ,Yes,Yes,"Standard Pokédex description
Every time Absol appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster Pokémon.","['Psycho Cut', 'Snarl', 'Dark Pulse', 'Megahorn', 'Payback', 'Thunder']"
360,Wynaut,https://static.wikia.nocookie.net/pokemongo/images/a/a0/Wynaut.png,Psychic,,Hoenn,Bright,0.61,14,Wobbuffet family,41,86,216,10-534,20-182,N/A,N/A,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No ,No,No  ,No,Yes,No,"Wynaut can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this Pokémon will be slapping the ground with its tail.","['Counter', 'Splash', 'Mirror Coat']"
361,Snorunt,https://static.wikia.nocookie.net/pokemongo/images/2/2d/Snorunt.png,Ice,,Hoenn,Snow,0.71,16.8,Snorunt family,95,95,137,10-888,12-120,50%,10%,50%,50%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Snorunt live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this Pokémon steals away to live quietly among stalactites and stalagmites deep in caverns.","['Hex', 'Powder Snow', 'Avalanche', 'Icy Wind', 'Shadow Ball']"
362,Glalie,https://static.wikia.nocookie.net/pokemongo/images/0/07/Glalie.png,Ice,,Hoenn,Face,1.5,256.5,Snorunt family,162,162,190,"25-2,105",17-162,20%,6%,50%,50%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,"Standard Pokédex description
Glalie has a body made of rock, which it hardens with an armor of ice. This Pokémon has the ability to freeze moisture in the atmosphere into any shape it desires.","['Frost Breath', 'Ice Shard', 'Avalanche', 'Gyro Ball', 'Shadow Ball']"
363,Spheal,https://static.wikia.nocookie.net/pokemongo/images/f/fe/Spheal.png,Ice,Water,Hoenn,Clap,0.79,39.5,Spheal family,95,90,172,10-962,16-147,50%,10%,50%,50%,"{'62.5%': ['Water'], '39%': ['Ice']}","{'160%': ['Electric', 'Fighting', 'Grass', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Spheal is much faster rolling than walking to get around. When groups of this Pokémon eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.","['Rock Smash', 'Water Gun', 'Aurora Beam', 'Body Slam', 'Water Pulse']"
364,Sealeo,https://static.wikia.nocookie.net/pokemongo/images/9/99/Sealeo.png,Ice,Water,Hoenn,Ball,1.09,87.6,Spheal family,137,132,207,"20-1,714",19-175,25%,7%,50%,50%,"{'62.5%': ['Water'], '39%': ['Ice']}","{'160%': ['Electric', 'Fighting', 'Grass', 'Rock']}",Yes ,No,No  ,No,Yes,Yes,Sealeo has the habit of always juggling on the tip of its nose anything it sees for the first time. This Pokémon occasionally entertains itself by balancing and rolling a Spheal on its nose.,"['Powder Snow', 'Water Gun', 'Aurora Beam', 'Body Slam', 'Water Pulse']"
365,Walrein,https://static.wikia.nocookie.net/pokemongo/images/8/80/Walrein.png,Ice,Water,Hoenn,Ice,1.4,150.6,Spheal family,182,176,242,"33-2,726",22-203,12.50%,5%,50%,50%,"{'62.5%': ['Water'], '39%': ['Ice']}","{'160%': ['Electric', 'Fighting', 'Grass', 'Rock']}",No ,No,Formerly  (3rd tier level),No,Yes,Yes,Walrein's two massively developed tusks can totally shatter blocks of ice weighing 10 tons with one blow. This Pokémon's thick coat of blubber insulates it from subzero temperatures.,"['Frost Breath', 'Waterfall', 'Powder Snow', 'Blizzard', 'Earthquake', 'Water Pulse', 'Icicle Spear']"
366,Clamperl,https://static.wikia.nocookie.net/pokemongo/images/c/ce/Clamperl.png,Water,,Hoenn,Bivalve,0.41,52.5,Clamperl family,133,135,111,"14-1,270",Oct-99,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (2nd tier level),Formerly ,Yes,No,Clamperl's sturdy shell is not only good for protection—it is also used for clamping and catching prey. A fully grown Clamperl's shell will be scored with nicks and scratches all over.,"['Water Gun', 'Body Slam', 'Ice Beam', 'Water Pulse']"
367,Huntail,https://static.wikia.nocookie.net/pokemongo/images/4/49/Huntail.png,Water,,Hoenn,Deep,1.7,27,Clamperl family,197,179,146,"28-2,340",13-127,20%,6%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No ,No,No  ,No,Yes,No,Huntail's presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This Pokémon's eyes can see clearly even in the murky dark depths of the ocean.,"['Bite', 'Water Gun', 'Aqua Tail', 'Crunch', 'Ice Beam']"
368,Gorebyss,https://static.wikia.nocookie.net/pokemongo/images/4/41/Gorebyss.png,Water,,Hoenn,South,1.8,22.6,Clamperl family,211,179,146,"30-2,494",13-127,20%,6%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No ,No,No  ,No,Yes,No,"Gorebyss lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this Pokémon's body is unharmed by ordinary attacks.","['Confusion', 'Water Gun', 'Draining Kiss', 'Psychic', 'Water Pulse']"
369,Relicanth,https://static.wikia.nocookie.net/pokemongo/images/a/a1/Relicanth.png,Water,Rock,Hoenn,Longevity,0.99,23.4,Relicanth family,162,203,225,"30-2,528",21-189,90%,1%,87.50%,12.50%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}",Yes ,No,No  ,No,No,No,Relicanth is a Pokémon species that existed for a hundred million years without ever changing its form. This ancient Pokémon feeds on microscopic organisms with its toothless mouth.,"['Water Gun', 'Zen Headbutt', 'Ancient Power', 'Aqua Tail', 'Hydro Pump']"
370,Luvdisc,https://static.wikia.nocookie.net/pokemongo/images/c/ce/Luvdisc.png,Water,,Hoenn,Rendezvous,0.61,8.7,Luvdisc family,81,128,125,10-848,11-110,30%,10%,25%,75%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,Luvdisc live in shallow seas in the tropics. This heart-shaped Pokémon earned its name by swimming after loving couples it spotted in the ocean's waves.,"['Splash', 'Water Gun', 'Aqua Jet', 'Draining Kiss', 'Water Pulse']"
371,Bagon,https://static.wikia.nocookie.net/pokemongo/images/9/9d/Bagon.png,Dragon,,Hoenn,Rock,0.61,42.1,Bagon family,134,93,128,"12-1,156",12-113,40%,9%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"Bagon has a dream of one day soaring in the sky. In doomed efforts to fly, this Pokémon hurls itself off cliffs. As a result of its dives, its head has grown tough and as hard as tempered steel.","['Bite', 'Ember', 'Crunch', 'Flamethrower', 'Twister']"
372,Shelgon,https://static.wikia.nocookie.net/pokemongo/images/4/48/Shelgon.png,Dragon,,Hoenn,Endurance,1.09,110.5,Bagon family,172,155,163,"24-2,031",15-140,10%,6%,50%,50%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}",Yes ,No,No  ,No,Yes,Yes,"Inside Shelgon's armor-like shell, cells are in the midst of transformation to create an entirely new body. This Pokémon's shell is extremely heavy, making its movements sluggish.","['Dragon Breath', 'Ember', 'Dragon Pulse', 'Flamethrower', 'Twister']"
373,Salamence,https://static.wikia.nocookie.net/pokemongo/images/f/fe/Salamence.png,Dragon,Flying,Hoenn,Dragon,1.5,102.6,Bagon family,277,168,216,"46-3,749",20-182,5%,5%,50%,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Dragon', 'Fairy', 'Rock'], '256%': ['Ice']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Standard Pokédex description
Salamence came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this Pokémon's cells, causing it to sprout its magnificent wings.","['Bite', 'Dragon Tail', 'Fire Fang', 'Draco Meteor', 'Fire Blast', 'Hydro Pump', 'Outrage']"
374,Beldum,https://static.wikia.nocookie.net/pokemongo/images/f/f5/Beldum.png,Steel,Psychic,Hoenn,Iron,0.61,95.2,Beldum family,96,132,120,10-976,11-106,40%,9%,N/A,N/A,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"Instead of blood, a powerful magnetic force courses throughout Beldum's body. This Pokémon communicates with others by sending controlled pulses of magnetism.","['Take Down', 'Struggle']"
375,Metang,https://static.wikia.nocookie.net/pokemongo/images/f/fb/Metang.png,Steel,Psychic,Hoenn,Iron,1.19,202.5,Beldum family,138,176,155,"20-1,721",14-134,10%,6%,N/A,N/A,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. By linking its brains magnetically, this Pokémon generates strong psychokinetic power.","['Metal Claw', 'Zen Headbutt', 'Gyro Ball', 'Psychic', 'Psyshock']"
376,Metagross,https://static.wikia.nocookie.net/pokemongo/images/9/95/Metagross.png,Steel,Psychic,Hoenn,Iron,1.6,550,Beldum family,257,228,190,"47-3,791",17-162,5%,5%,N/A,N/A,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Standard Pokédex description
Metagross has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This Pokémon can float in the air by tucking in its four legs.","['Bullet Punch', 'Zen Headbutt', 'Earthquake', 'Flash Cannon', 'Psychic', 'Meteor Mash']"
377,Regirock,https://static.wikia.nocookie.net/pokemongo/images/b/bd/Regirock.png,Rock,,Hoenn,Rock,1.7,230,Regirock family,179,309,190,"38-3,122",17-162,2%,1%,N/A,N/A,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",No ,No,Formerly  (5th tier level),No,Yes,No,"Regirock was sealed away by people long ago. If this Pokémon's body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself.","['Lock-On', 'Rock Smash', 'Rock Throw', 'Focus Blast', 'Stone Edge', 'Zap Cannon', 'Earthquake']"
378,Regice,https://static.wikia.nocookie.net/pokemongo/images/f/ff/Regice.png,Ice,,Hoenn,Iceberg,1.8,175,Regice family,179,309,190,"38-3,122",17-162,2%,1%,N/A,N/A,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}",No ,No,Formerly  (5th tier level),No,Yes,No,"Regice's body was made during an ice age. The deep-frozen body can't be melted, even by fire. This Pokémon controls frigid air of -328 degrees Fahrenheit.","['Frost Breath', 'Lock-On', 'Rock Smash', 'Blizzard', 'Earthquake', 'Focus Blast', 'Thunder']"
379,Registeel,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Registeel.png,Steel,,Hoenn,Iron,1.91,205,Registeel family,143,285,190,"29-2,447",17-162,2%,1%,N/A,N/A,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock', 'Steel'], '39%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground']}",No ,No,Formerly  (5th tier level),No,Yes,No,Registeel has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this Pokémon eats.,"['Lock-On', 'Metal Claw', 'Rock Smash', 'Flash Cannon', 'Focus Blast', 'Hyper Beam', 'Zap Cannon']"
380,Latias,https://static.wikia.nocookie.net/pokemongo/images/2/28/Latias.png,Dragon,Psychic,Hoenn,Eon,1.4,40,Latias family,228,246,190,"43-3,510",17-162,2%,1%,N/A,N/A,"{'62.5%': ['Electric', 'Fighting', 'Fire', 'Grass', 'Psychic', 'Water']}","{'160%': ['Bug', 'Dark', 'Dragon', 'Fairy', 'Ghost', 'Ice']}",No ,No,Formerly  (5th tier level),No,Yes,Yes,"Standard Pokédex description
Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe.","['Charm', 'Dragon Breath', 'Zen Headbutt', 'Outrage', 'Psychic', 'Thunder', 'Mist Ball']"
381,Latios,https://static.wikia.nocookie.net/pokemongo/images/6/6f/Latios.png,Dragon,Psychic,Hoenn,Eon,2.01,60,Latios family,268,212,190,"47-3,812",17-162,2%,1%,N/A,N/A,"{'62.5%': ['Electric', 'Fighting', 'Fire', 'Grass', 'Psychic', 'Water']}","{'160%': ['Bug', 'Dark', 'Dragon', 'Fairy', 'Ghost', 'Ice']}",No ,No,Formerly  (5th tier level),No,Yes,No,"Standard Pokédex description
Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech.","['Dragon Breath', 'Zen Headbutt', 'Dragon Claw', 'Psychic', 'Solar Beam', 'Luster Purge']"
382,Kyogre,https://static.wikia.nocookie.net/pokemongo/images/f/f3/Kyogre.png,Water,,Hoenn,Sea,4.5,352,Kyogre family,270,228,205,"51-4,115",19-173,2%,1%,N/A,N/A,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No ,No,Formerly  (5th tier level),No,Yes,No,"Standard Pokédex description
Through Primal Reversion and with nature's full power, it will take back its true form. It can summon storms that cause the sea levels to rise.","['Waterfall', 'Blizzard', 'Hydro Pump', 'Surf', 'Thunder']"
383,Groudon,https://static.wikia.nocookie.net/pokemongo/images/d/d5/Groudon.png,Ground,,Hoenn,Continent,3.51,950,Groudon family,270,228,205,"51-4,115",19-173,2%,1%,N/A,N/A,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",No ,No,Formerly  (5th tier level),No,Yes,No,"Standard Pokédex description
Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature.","['Dragon Tail', 'Mud Shot', 'Earthquake', 'Fire Blast', 'Solar Beam', 'Fire Punch']"
384,Rayquaza,https://static.wikia.nocookie.net/pokemongo/images/6/66/Rayquaza.png,Dragon,Flying,Hoenn,Sky,7.01,206.5,Rayquaza family,284,170,213,"47-3,835",20-180,2%,1%,N/A,N/A,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Dragon', 'Fairy', 'Rock'], '256%': ['Ice']}",No ,No,Formerly  (5th tier level),No,Yes,No,"Standard Pokédex description
Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.","['Air Slash', 'Dragon Tail', 'Aerial Ace', 'Ancient Power', 'Outrage', 'Hurricane']"
385,Jirachi,https://static.wikia.nocookie.net/pokemongo/images/6/60/Jirachi.png,Steel,Psychic,Hoenn,Wish,0.3,1.1,Jirachi family,210,210,225,"40-3,265",21-189,N/A,N/A,N/A,N/A,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}",No ,No,No  ,No,No,No,"A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening.","['Charge Beam', 'Confusion', 'Dazzling Gleam', 'Doom Desire', 'Psychic']"
